,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,type
Lia Saputra,0.42585573,0.28438708,0.15586174,0.121309526,-0.09481004,-0.17233078,-0.16324677,-0.14508316,-0.40398064,-0.04561518,0.20878851,-0.33251718,-0.34115806,0.1880095,0.04298029,0.10294859,-0.30484107,0.40430602,0.34894255,0.16589172,-0.29321808,-0.039170254,0.16189906,-0.34268013,-0.20344885,0.0390239,-0.32019842,-0.011333703,0.17792666,-0.031148335,0.36031485,0.14150919,-0.11864,-0.17960562,-0.10785338,0.03706716,0.31658524,0.24489795,-0.07957317,0.031090476,-0.038346548,-0.39745066,0.024135986,0.07401033,0.16279712,0.031855486,0.16817431,-0.20821323,0.35783175,0.46133992,0.2022671,-0.13767786,0.12413768,0.19521503,0.34405467,0.28910732,-0.12239081,-0.11482784,-0.014581651,-0.058281746,0.083450876,-0.084818535,-0.4188612,-0.17116222,applicant
Indah Wibowo,0.18112837,-0.21737112,0.07298906,0.08401369,-0.09085071,-0.20909879,0.14091362,0.17212172,-0.36707893,-0.077186316,-0.094913654,-0.25946525,-0.25244823,-0.018102894,0.026277686,-0.03541196,-0.03607531,-0.3452843,-0.0057388707,0.20619401,0.20028692,0.06045662,0.18000418,-0.15206508,-0.048624914,0.21715987,-0.14821284,0.07069338,0.13346694,-0.16389096,0.15160654,0.14448228,-0.4156913,0.25107092,0.077467665,-0.06352138,0.17414777,-0.082581975,0.30617517,0.18757878,0.21605688,-0.1523397,-0.1622569,-0.38472912,0.5486755,-0.06557228,-0.001514477,-0.21243702,0.1004136,-0.1848744,0.4397787,-0.124294214,-0.15299699,0.5187157,-0.02318705,-0.06631567,-0.012246651,0.14026436,-0.16540845,0.14920726,0.13518599,-0.13409244,0.04120838,-0.04758708,applicant
Tono Utami,0.36543605,-0.27710542,0.1954783,-0.00612657,-0.07653786,-0.26005393,-0.04197432,-0.33487093,-0.27081978,-0.3806384,-0.32554856,-0.22160392,-0.18412359,0.19449332,-0.10260278,0.3013043,0.024530936,0.35847363,0.02162888,0.13966225,-0.06937243,0.44557554,0.122093834,-0.21231249,0.06967591,0.08897929,-0.20699763,0.06467174,0.1730999,-0.05560002,0.15288468,0.37306762,0.13028997,-0.049252037,-0.110127695,-0.02626506,0.12294909,0.21348247,0.106055744,0.08014951,0.35238662,-0.27898526,0.046995144,0.07525535,0.14600061,0.012776953,0.2513925,0.2977687,0.06778122,0.19695455,0.16815385,-0.21105114,0.11487196,0.3552649,0.45146713,0.23145446,-0.052550983,-0.21749653,-0.17926747,0.08853839,-0.16120656,-0.03619083,-0.095025174,0.08282338,applicant
Rudi Saputra,0.3579557,-0.05131071,-0.0057765106,0.25628722,0.101409204,-0.15133841,0.24336646,-0.10912709,-0.22813086,-0.08681696,-0.1748993,-0.28503147,0.047300454,-0.17446047,-0.12605946,0.020734003,-0.25494233,-0.022522623,0.17390902,0.17874306,0.23098968,0.3696902,0.2965227,-0.11929321,0.06538866,0.23493603,-0.11552219,0.3026305,0.022283904,0.047712557,-0.12462207,-0.19290288,-0.13822424,-0.15438817,-0.18392588,0.045868654,-0.11313016,0.024347987,0.017140336,-0.15666963,-0.27989316,0.12716681,-0.015199605,-0.112589434,-0.0027023298,-0.15236506,-0.061912857,-0.21036737,0.3548976,0.25728446,0.09045638,-0.078751974,0.30404168,0.12795487,0.088479355,-0.13954659,0.085734546,0.06694314,0.00852708,0.27422178,-0.03513144,-0.24266794,-0.05125302,-0.10531227,applicant
Fajar Hernawan,0.15881288,-0.26896867,0.16446899,0.0052209417,0.33059165,-0.18735442,0.099742256,-0.067340784,-0.33961192,-0.016093943,0.22426154,-0.30716842,-0.050682392,-0.13100082,0.25525555,0.256097,0.1313487,-0.21406871,-0.21203767,0.20942104,0.28229183,0.36456037,-0.025382392,-0.2500872,0.14622767,-0.045800593,-0.2474859,-0.11186467,0.11052815,-0.092254944,0.093907855,-0.005956651,-0.16238734,0.00024221189,-0.49189162,0.05739386,-0.045665257,0.24968606,0.03290523,0.013265384,-0.285985,-0.059964184,-0.020075522,-0.03164208,0.27002072,-0.09705173,-0.3421324,0.14822203,0.177318,0.33743942,0.16926564,0.0117291035,0.27094933,0.0572249,0.20107232,0.12906662,-0.2856812,-0.027575197,0.07753481,-0.09257579,0.008148209,-0.38812545,-0.19521631,0.46679634,applicant
Kiki Santoso,0.45632508,0.19639215,0.24540648,-0.06125362,0.18777908,0.27641842,-0.17210378,0.17441563,-0.4666621,-0.39423683,0.04706477,-0.24606475,0.05107493,0.05011975,0.028237043,0.1627058,0.18471356,-0.07364076,-0.02274641,0.047095727,-0.07403021,0.39052808,0.42688093,-0.33914787,0.09474858,0.005774771,-0.36942998,-0.29995757,0.27856344,0.009273794,-0.10544539,0.07369796,-0.28648826,0.3387506,0.08197893,-0.28008476,-0.03851316,-0.09576255,-0.33749485,-0.11399537,-0.35594437,-0.26906404,0.04634856,0.33240092,-0.14608735,0.12107,0.104564555,-0.18627101,-0.0068677715,0.19191568,0.22948027,-0.11502529,-0.046201553,0.027699279,-0.06415893,-0.33039758,-0.07829733,0.13656995,0.0038745932,0.3246757,-0.24439585,-0.16754417,0.007847956,0.08904945,applicant
Hadi Santoso,-0.2250268,-0.36652225,0.043465126,-0.057551842,0.004727141,0.122021884,-0.28398132,0.036986053,-0.033500344,-0.010947091,-0.08011714,-0.25282305,-0.2705357,0.23076873,-0.119204156,-0.027868677,-0.12715146,0.3836992,0.17160025,0.2544135,0.2420453,0.4016672,0.07271248,0.070147224,-0.029408535,0.27293208,-0.2648381,-0.10604877,0.22885084,0.2062927,-0.09646024,-0.03315299,-0.24683277,0.07654493,-0.4000661,-0.093073376,0.064406164,-0.051092565,-0.15645379,-0.15269625,-0.076373465,0.08189172,0.27478632,-0.45992008,-0.00057463703,0.19686237,0.26244277,-0.16418366,0.10986197,-0.09605661,-0.20368245,-0.13034318,0.18297897,0.21012439,0.11092326,0.14726102,0.16791125,-0.082495816,0.3415786,0.26969317,-0.37075216,-0.61609805,0.13458574,0.08190305,applicant
Kiki Ramadhan,0.31446794,-0.29340938,0.10710279,0.12662542,-0.088797644,-0.117580794,0.18648317,-0.15689105,-0.5228574,0.0640702,-0.09415599,0.16606748,-0.45239264,0.19545455,0.45858648,0.07233497,-0.19461255,0.18819205,0.19808756,0.26641417,-0.1484839,0.1718537,-0.04422764,-0.08935135,-0.23950388,0.21679579,0.08679152,-0.20246328,0.1874304,0.20743564,0.1464018,0.0025875892,-0.27218676,0.022423074,-0.008859357,-0.12528354,0.19440584,0.10853522,0.18994677,-0.02541112,-0.43837458,-0.046772826,-0.08995018,-0.13463907,0.27083224,-0.45171928,0.1168063,-0.032566935,-0.1825763,0.46029636,0.20969252,0.16003357,0.18726607,0.048884403,0.019730475,0.09016917,-0.13030083,-0.011394857,-0.05354427,0.1404934,0.112164825,-0.17827086,-0.09981365,-0.057030793,applicant
Gita Permata,-0.2633459,-0.057447106,-0.010191675,-0.062504925,0.32440403,0.015922546,0.053083513,0.0998804,-0.043581866,0.08050273,0.10409831,-0.068848126,-0.43328226,0.32574174,0.09420671,0.25592244,-0.17972244,0.13612738,0.106622025,-0.09382374,0.16178079,0.29223493,0.48401725,-0.21148808,0.03727218,0.10721169,0.351142,-0.08390153,0.25764284,0.038414262,0.007153992,-0.2577156,0.24387175,0.36095503,0.06845874,-0.029613288,0.20862414,-0.11155796,0.11989124,0.21306765,-0.06585073,0.008614788,0.31246352,-0.26487595,0.04086444,-0.05738934,-0.055988718,0.0893195,0.34516704,0.14351565,-0.078920454,-0.081018545,0.20508924,0.21905433,0.11398422,0.46716526,-0.087003596,-0.2089299,0.05523411,0.37290573,-0.26179835,-0.22222696,0.1962388,-0.018497314,applicant
Kiki Saputra,-0.0011090105,-0.3733209,0.2930842,-0.054040566,0.11204749,0.059045516,-0.014978362,-0.1389947,-0.5429212,-0.053076874,-0.1761539,-0.3918028,0.1610319,-0.24059904,0.4698739,0.111780226,0.21989006,-0.07998907,-0.029249337,0.11279676,-0.16494077,0.37917536,0.12301555,0.0062802336,0.21396366,0.0945899,-0.3072962,0.13424449,0.18300629,0.0017009318,0.15973169,0.12136317,-0.19017264,0.029370083,-0.30600762,-0.05785886,-0.27339402,-0.20687236,-0.1556891,0.22587775,-0.3742333,-0.31605566,0.40648305,0.12980561,0.16855206,-0.19596231,-0.013297273,-0.2228896,-0.017072177,0.028364046,0.054976232,-0.13035986,0.06844251,0.31433,-0.06966266,0.1552011,-0.10981018,-0.03186717,-0.43426248,0.023414372,0.028427828,-0.06543567,0.07046908,0.15136135,applicant
Putri Ramadhan,0.2478873,-0.10300953,-0.32246622,-0.18008496,-0.3274831,-0.07139339,0.11636509,-0.29692885,-0.41990837,-0.17352296,0.1789995,-0.25498587,-0.15268035,0.17853275,-0.17715976,0.21729448,0.069828354,-0.057377983,0.31770957,0.05562351,-0.17076701,-0.0571206,0.60002893,-0.1600863,0.07448662,0.05237234,-0.121618345,-0.46770772,0.10608734,0.14618263,0.25582397,-0.12142392,-0.0037447014,-0.07114349,-0.11718489,-0.1918443,0.18695502,0.08664948,0.28103518,-0.08787886,-0.15465909,-0.07827641,0.22446823,-0.2557653,0.016726917,-0.23888662,-0.15802893,0.30154392,0.3613331,0.08956364,-0.12122091,-0.34485504,-0.07945945,-0.12309943,-0.055644095,0.031501826,0.08834709,0.098748155,-0.4357658,0.21587665,0.035050493,-0.18458539,-0.042253472,-0.25535953,applicant
Oka Utami,-0.035244644,-0.2326922,-0.0064553353,-0.06639934,-0.10187112,-0.15143006,0.10715483,0.12581173,-0.35388157,-0.30237374,0.06872161,-0.124867335,-0.19996554,-0.14539878,0.5378416,0.17086343,-0.2646745,0.11621671,-0.058689002,0.11543431,0.15516278,0.24405314,0.26442403,-0.17620634,-0.20692493,-0.0017934003,-0.3857499,0.081108324,0.23109938,-0.014753082,-0.11032603,-0.06320905,-0.054019883,0.1857125,0.077315554,-0.023674248,-0.05991693,-0.014069517,-0.1709144,-0.032136876,-0.10971698,-0.4716893,0.40509036,-0.20607261,-0.01771896,0.30389196,0.13397197,-0.34404314,-0.10961397,0.08911299,-0.19559664,-0.10731021,0.124238394,0.052883748,0.1778973,0.36894318,-0.06974138,-0.48184857,-0.21474814,0.27133936,-0.178544,0.2139627,-0.13995491,-0.15333445,applicant
Indah Utami,0.18576081,-0.09121854,0.067313604,0.13407151,-0.10152828,-0.24915275,0.008587401,-0.086397156,-0.2532918,-0.044173535,0.33032298,-0.26985306,-0.15890533,-0.1736649,0.16175544,0.40104172,-0.26989645,0.256921,0.08267091,0.3771428,-0.006263109,0.08106632,0.38699913,0.32971156,-0.054609153,0.28614947,0.10581157,0.008312624,-0.032149363,0.26889074,0.045512725,-0.031834956,-0.17451836,-0.049068376,-0.31055915,-0.18640983,0.0017372706,0.15310745,0.09322311,0.010418603,-0.35139456,0.20198281,0.13708405,-0.23196152,-0.12257021,-0.052173734,0.1472917,-0.18508469,0.16322832,0.004778646,0.04247474,0.014582987,-0.113005914,0.25194356,0.3849606,-0.10851165,0.36009112,-0.08387893,0.013296313,0.2468726,-0.111024916,-0.14060539,-0.014487773,-0.09346817,applicant
job_0,-0.0087757595,0.117749676,-0.043652646,0.24340338,-0.38467684,-0.19126314,-0.19226705,0.34939292,-0.4905681,-0.47603467,0.2921967,-0.18642092,0.0083550485,-0.1261959,0.25488955,-0.00040122043,-0.053929634,-0.008258024,0.259456,0.106487475,-0.004497243,0.23593794,0.3145095,-0.79283357,0.05778913,-0.023771344,-0.21687213,-0.07655209,0.09211492,0.30796224,0.10961781,-0.25212023,0.1104747,0.095347114,-0.31439877,-0.20884094,0.1856165,-0.24121931,0.12681882,0.030217536,0.301112,0.05835652,-0.08789247,-0.11039231,0.064669855,0.07134182,-0.0872813,-0.21916023,0.4168846,0.024940262,0.0901402,-0.13544188,0.12698294,-0.11714674,-0.08535364,-0.3694026,0.113833494,0.0069762105,-0.17712437,0.030511374,-0.014025553,-0.3070297,0.18261729,-0.015923044,job
job_1,0.20923603,0.033666953,0.15436524,-0.2001423,-0.1791538,-0.13569285,-0.20051529,0.3282223,-0.46998426,-0.20627706,-0.12963918,-0.217481,-0.12955825,-0.27830455,-0.09820527,0.4183853,0.419614,-0.20977774,-0.1034513,0.21603458,0.27141747,0.024227422,0.030039085,-0.2469202,0.12034751,0.26584497,0.04031595,-0.092900306,0.33024853,-0.1964919,-0.2394803,0.026613666,-0.08085725,-0.04514526,-0.19301629,0.28861013,0.015768064,0.04149187,0.1357384,-0.016353393,-0.16860867,0.0116187725,0.062081352,-0.41956803,0.14470877,-0.25036034,-0.066107646,0.34576824,0.25359318,0.1446216,-0.094691396,-0.13533984,0.21489802,0.22648233,0.30937302,0.07262971,-0.002378186,0.04110984,0.045428216,0.14067452,-0.22900115,-0.29046473,0.26536134,-0.61189336,job
job_2,-0.3765175,-0.14081202,0.07362848,0.21563809,0.023581691,-0.43717173,-0.25493506,-0.14438893,-0.60404503,-0.044340275,0.3603908,-0.29144126,-0.27178618,-0.3268213,-0.17836207,-0.28320378,0.056882665,0.014653156,0.38440475,0.03500037,0.31376663,0.29876673,0.08974886,-0.21072565,0.28442279,0.15712677,-0.22708292,0.21241875,-0.21699463,-0.07802753,0.012567911,-0.0021230688,0.03272606,0.37820962,-0.13450252,-0.10157072,0.24469535,0.27742982,0.112101585,0.14892475,-0.10004817,-0.289068,0.11251168,-0.046513963,-0.23098585,-0.23349662,-0.12385578,-0.38157827,0.15144265,0.6296054,-0.015050324,-0.2994861,0.006876604,-0.019390691,0.12206532,-0.08350062,0.17685707,0.18822418,0.12664586,0.16715223,0.25146577,-0.26709813,0.18407644,-0.06547043,job
job_3,-0.045633096,-0.40838632,0.015931174,0.081941314,-0.23083426,-0.21520023,-0.14748536,0.13507813,-0.05106579,-0.16814746,-0.26218188,-0.44158247,-0.26505187,-0.2489537,0.46425897,0.23671593,-0.04898815,0.31323487,0.09164125,0.0029725505,0.07960636,-0.006276937,0.29732028,-0.1846205,0.061423466,0.12632027,0.19128187,-0.30028602,0.15422568,0.21566364,-0.24077295,-0.06670297,0.045123763,0.40815035,-0.09801157,-0.19725558,-0.045336913,0.47723317,0.2032939,0.062209368,0.1531534,-0.01599094,-0.16349445,0.1318609,0.3938811,-0.2718522,-0.08787023,-0.017798023,-0.16560242,0.2988964,-0.047438003,-0.082431294,0.1319742,0.36621436,0.31085238,-0.24399602,0.120315805,0.19134699,0.12215543,0.42220336,-0.14164232,-0.2331985,-0.43542114,0.3923676,job
job_4,-0.14666507,-0.08770151,0.41847602,0.28309625,-0.11735176,0.22878084,-0.27053028,-0.06841307,-0.5261488,-0.07390102,-0.050152346,-0.3062621,-0.3003222,0.27609777,0.1993892,-0.062278755,0.5659885,0.06636689,0.026625287,0.34227476,0.09538109,0.17045055,0.5718491,-0.35722768,-0.039837606,0.12923217,-0.44987294,0.3542059,-0.12575428,-0.26574677,0.14203805,-0.37341014,-0.14669903,0.096544094,-0.3878788,-0.3825987,0.24497257,-0.12798826,0.002865468,-0.108765654,0.046235226,0.28032598,-0.27807978,-0.21189947,0.0072383843,0.21185638,-0.06748432,0.11300329,-0.29301393,0.09482688,-0.081895165,-0.3676769,-0.070831224,0.19162561,0.07252819,0.0732893,-0.23022437,-0.06543467,0.05629076,0.23979692,0.21158868,-0.10097303,0.18011537,0.20280863,job
job_5,-0.20751323,0.046856463,-0.053125694,0.14533006,0.07459395,-0.22994252,-0.0757779,-0.259372,-0.79661834,-0.41082156,-0.0919438,-0.41185638,-0.10135961,0.019103622,0.32476622,0.088644646,0.26398283,-0.09522245,-0.13642046,0.17529275,-0.094329916,0.4951762,0.4190727,0.18279082,0.013555915,0.13599591,-0.031680875,0.13673934,-0.035142463,-0.17049006,-0.026998527,-0.13703072,0.06516762,0.070219226,-0.013157714,0.08305572,-0.021052912,-0.3944388,-0.19907771,0.23811392,0.11041941,-0.11241879,0.32160625,0.27019194,0.43911073,-0.012543144,0.3429387,-0.11340377,-0.09880703,0.08392083,-0.27633366,-0.4634429,-0.098187394,-0.0025685418,0.039502848,-0.28160667,0.24221168,-0.11520516,-0.34024957,-0.020166248,-0.1657054,-0.18033113,-0.058695097,-0.06697293,job
job_6,-0.25297797,0.07587482,0.0048925797,-0.06693981,0.104621075,0.093148336,-0.1409458,-0.07517203,-0.32096177,-0.06344231,0.17526709,-0.08988579,-0.059799317,-0.10824941,-0.084070146,0.24748409,0.31325436,0.32366195,0.026352799,0.025892753,-0.028563594,0.19749689,0.35743958,-0.32058758,-0.2975251,0.22390293,-0.1629848,0.0010717008,-0.31985024,0.058024585,0.10311971,0.05333325,-0.4767889,0.14889337,0.21446727,0.04550917,0.28185505,0.11052622,0.09127268,0.04386443,0.056125924,0.15606983,0.11472302,-0.18877025,0.20147967,0.10348622,-0.28739685,-0.34968928,-0.08633861,0.33276394,0.073243596,-0.4902611,0.28314537,0.19088022,0.09293704,0.31433958,-0.079663604,0.04488664,-0.5208783,0.068638735,-0.0029996966,-0.14111248,0.0054722084,-0.14409076,job
job_7,0.18139389,-0.20703223,-0.26264453,0.050615914,-0.017323134,-0.2036643,0.035566293,0.068520926,-0.096589796,0.005805052,0.1423274,0.093528554,-0.05534925,-0.123570144,0.14576256,0.49163797,0.13203259,0.48023236,0.37486374,0.30066884,-0.0352473,0.09770106,0.32695216,-0.043160442,0.118918136,0.38461187,-0.4812471,0.0667268,-0.24728398,0.17007263,0.26818097,-0.14639951,-0.1366548,-0.007931143,0.37474614,-0.034552816,-0.15720871,-0.4189533,0.10325731,-0.046602216,0.04680765,-0.05975165,0.19455394,-0.08340907,0.11517481,-0.21366122,0.008715627,0.24895796,0.21975318,0.13858813,-0.23766087,0.039388295,0.06715641,0.34192187,-0.061668336,0.19286335,0.057309948,0.19491385,-0.0035717692,0.12750651,-0.18442969,-0.5913192,0.09754713,0.122492984,job
job_8,0.01490073,-0.41803503,0.44427305,0.052973587,-0.18442109,0.10017108,0.07495438,-0.15213706,-0.16781917,-0.32660234,-0.46835086,-0.12031574,0.010999889,-0.3051345,-0.2198485,0.3736063,-0.14201832,0.2753289,0.12580693,-0.11052583,-0.05131349,0.26449656,0.21797897,-0.11926957,0.06728868,0.14252901,-0.13175838,-0.19593671,-0.010624182,0.24896581,0.1486443,-0.054958075,-0.0738961,0.24656844,-0.12669921,-0.28448832,0.2568145,-0.20361327,0.017108496,0.15014037,0.054179512,0.06848622,-0.2783137,-0.13958876,0.29712203,-0.22705205,0.010980392,0.19341889,0.37087777,0.1997724,-0.16872276,-0.20155801,0.10785021,0.28165117,0.13231184,0.24053338,0.15600011,0.036688216,-0.0613834,0.6547976,-0.077330306,0.2507324,-0.17214881,0.023578625,job
job_9,0.2376716,0.030538449,-0.109763056,-0.2184301,0.5218178,0.025035031,-0.17189132,0.24014498,-0.4759616,-0.31255588,0.12954406,-0.09784119,-0.076237485,0.12541133,0.15518971,0.08274311,-0.1280908,-0.019266661,0.25082085,0.016351158,0.09937128,-0.07083193,0.05306115,-0.119464606,0.07328305,-0.08967793,-0.16703933,0.20363803,-0.29037496,0.44354555,-0.14693785,-0.14736612,-0.4835978,0.26279312,0.11083602,-0.1575937,-0.1173183,0.010036928,0.26358795,0.012541096,-0.012256729,0.4057228,-0.18872297,0.08574929,0.11757903,-0.00017949953,0.34882957,-0.3646152,0.16282827,0.1936512,0.075745925,-0.18521512,0.12881775,0.082338326,0.40674713,0.24765068,-0.08527786,0.25058925,-0.3800532,0.24807385,-0.46335354,-0.38532817,0.17699824,0.026145048,job
job_10,0.26442438,-0.26296547,0.104411855,-0.43255743,0.1038249,0.15110771,-0.14663553,-0.29296216,-0.29815787,-0.21747552,0.09040948,-0.19494128,-0.187545,0.11082768,0.2170784,0.35688365,-0.17274764,0.007108674,0.029696945,-0.11096661,-0.025677614,0.4078784,0.18241945,-0.07498045,0.070777126,0.35907307,-0.34913367,0.0002388944,-0.059831005,-0.03951903,-0.1765411,0.057136882,0.098023176,-0.03345625,-0.1617807,-0.21427967,0.25762987,-0.10087759,0.14231455,0.21232256,0.27216277,0.038498685,0.08975946,0.026005192,0.17637265,-0.57341784,0.08913616,0.12696277,0.51953864,-0.022203108,0.14220111,-0.2675864,0.20534258,-0.068839386,0.12023292,-0.07076315,0.22263014,-0.05065085,-0.34984347,0.26540187,0.2880867,-0.121734194,0.31925577,0.24830471,job
job_11,0.22709198,-0.109138206,-0.55039907,0.3601711,-0.09208786,0.12369476,-0.06291298,0.010258936,-0.6867392,0.0077194814,-0.38296518,0.099443115,0.06801271,0.3213919,-0.09140143,0.31275895,-0.14542514,0.020606698,0.01640805,0.10145845,0.2540465,0.26677987,0.1618947,-0.26025274,0.1481722,0.08244154,-0.4375302,0.2206811,-0.112266004,0.05354464,-0.11881061,-0.40687066,0.0005295968,0.293533,0.1645795,-0.1376281,0.21557839,-0.08830567,-0.13887264,0.38641012,-0.30926755,0.33263144,0.024377543,-0.4468565,-0.018931476,-0.1566513,0.03895232,0.18676516,0.2813095,-0.031336956,-0.105642356,0.2588032,0.21279386,0.3525961,-0.1019399,0.2844866,0.2587481,-0.050106566,0.09223131,0.31975007,-0.086314835,-0.24834776,-0.057371907,0.10695206,job
job_12,0.069556996,-0.31905457,0.06291181,-0.19701889,0.253096,0.015965328,-0.0956883,0.058191072,-0.316261,-0.1899054,-0.012930754,-0.28748354,-0.3478378,0.07102708,0.31235835,0.41265345,-0.15444805,0.01156438,0.27384463,0.21461502,0.26708183,-0.081768736,0.38908103,-0.19111359,-0.2300592,-0.17085992,0.14950308,-0.19952269,0.1370481,-0.11907318,0.14617293,0.097841375,0.26513997,-0.34903947,-0.34311596,-0.058308024,-0.11928612,-0.5748386,0.10233518,-0.12918168,-0.37571543,0.28655663,-0.08528383,-0.28629702,0.090970084,0.019546628,0.13150948,-0.19684024,-0.40163067,0.27399448,-0.22478615,-0.17108853,0.15819477,0.28428832,0.1967622,-0.0915704,0.16556449,0.22278334,-0.010692017,0.13466759,0.06779123,-0.26668283,0.18956076,0.06875846,job
job_13,0.06914013,-0.276205,0.11539789,-0.035581253,-0.06337788,-0.15776435,0.14179671,-0.077227764,-0.08257601,0.05426942,-0.0054047294,0.0049756086,-0.1655051,0.044367455,0.338137,0.13849688,0.20447604,0.04300675,0.103500806,-0.07694973,-0.20781147,-0.017399002,0.12328038,-0.08823247,-0.17942843,-0.1761212,-0.17784566,0.0381087,-0.22006257,-0.13801117,-0.21429525,-0.108495556,-0.12953074,-0.01835345,-0.063028894,-0.13738815,0.5248133,-0.15463924,0.051865213,-0.26203284,-0.23078188,-0.011026078,0.02182024,-0.11375485,0.5862382,0.06708235,-0.28000218,-0.4707385,0.41190845,0.10680866,0.4126384,-0.22835778,0.40090892,0.36366966,0.17289491,0.038396172,0.25332382,0.15889306,-0.25511098,0.52491623,-0.44861078,-0.02641088,0.06900589,0.1824343,job
job_14,0.19283706,-0.047968037,-0.11043996,0.13706064,0.047317117,-0.08030942,-0.008681835,-0.06807284,-0.17186598,-0.12720054,-0.20348065,-0.36194617,0.14068289,-0.055458594,0.6623786,-0.02086275,0.19995584,-0.029007792,0.27337724,0.42700395,0.06304241,0.12996592,0.18900594,-0.10859808,0.065701395,0.45079282,-0.22481003,-0.16909102,0.3039473,-0.0027316795,0.21415347,-0.19070837,-0.1257641,-0.1946457,-0.09115388,-0.33796594,-0.33602378,0.17503414,0.15355483,-0.28319737,0.07377858,-0.13857238,0.087734014,-0.20946659,0.30247137,-0.23196135,-0.34116745,0.09666254,0.007267356,0.13592693,0.028786633,-0.1730219,0.3468673,-0.27234697,0.1844043,0.45531443,0.30309105,0.11059478,0.3828642,0.29361466,-0.2049718,-0.14935149,-0.040032916,0.13503927,job
job_15,0.15413721,-0.2422975,0.15401192,0.23384513,0.43050274,-0.47651714,-0.17426804,0.21226943,-0.31198356,-0.17454284,-0.14282788,-0.29381955,-0.36913767,-0.10456148,-0.10770366,0.13689716,0.2760674,-0.09239393,0.027708,0.06899186,0.04326472,-0.0652739,0.13895157,-0.2670046,0.108036965,-0.022004334,-0.22083455,-0.27778894,0.21656519,-0.18192855,0.044993885,0.11321566,-0.3442149,0.12472797,-0.13816153,-0.17140499,0.26737174,-0.3114912,0.39523023,-0.08460869,-0.3233836,-0.038108133,-0.19676498,0.11242051,-0.11466238,-0.1591493,0.016845465,-0.025556175,0.05362708,0.19749175,-0.02041834,0.014633046,0.17940891,-0.113438144,0.16696885,0.19717191,-0.042171266,-0.16893944,0.01144027,0.38926634,0.26012158,-0.29226512,0.06284045,-0.15258445,job
job_16,0.2875463,-0.2895207,-0.22964393,-0.009770023,0.16435234,-0.5782298,-0.24018684,0.0026380448,-0.28732228,-0.373673,0.09464611,-0.29661754,-0.07011485,0.0095455265,0.00019812248,0.28554925,0.011337942,0.09708622,0.21443878,-0.03710351,-0.009683725,0.016505767,0.33925596,-0.13460289,0.11004526,0.4649159,-0.03299071,0.13299294,0.14823568,0.057835046,-0.18318027,0.21626446,-0.49844956,-0.2988434,-0.18790963,0.032448303,0.46896914,0.10796908,0.25894663,-0.10826946,-0.4861911,-0.1295836,-0.12567481,-0.044357635,0.08284687,0.12772688,-0.2486117,0.117455125,0.019835355,0.11072358,-0.3554904,0.033731002,0.19495595,-0.0007379618,-0.20943007,-0.08178791,0.1248846,0.09335919,-0.08733302,0.33985567,0.020008625,-0.24949308,0.13565303,-0.17017417,job
job_17,0.30136126,-0.025880152,0.08130099,-0.3429374,-0.27501446,0.12955528,0.35840955,-0.10051845,-0.8082962,0.05946576,-0.066731095,-0.13834345,-0.38776523,-0.15453832,0.19201826,0.26250145,-0.25192595,0.10639243,-0.07597798,0.15678868,0.5350318,-0.14606446,0.5945139,0.017044198,-0.10003185,-0.06446887,-0.12168685,-0.25076303,0.11963418,0.09349997,0.04134963,-0.3499178,-0.011004842,-0.13087289,0.03922033,0.01968949,0.1446198,0.21857607,-0.18947983,-0.1085567,0.41246364,0.44694233,-0.059766714,-0.1548277,0.020455386,-0.11815526,0.10513491,0.08382137,0.27500957,0.12874916,-0.060208727,-0.17578699,0.12781185,0.13635755,0.044719186,-0.003647689,-0.19268665,0.055398077,-0.041933004,0.21441281,0.20832889,-0.30755633,0.22882228,0.107169844,job
job_18,0.42941508,-0.16867217,0.10425075,0.10722057,0.1085959,-0.21904758,0.09454386,0.23285726,-0.28369203,-0.107673705,-0.043158732,-0.3477482,0.034651615,0.22615993,0.24068128,-0.062343378,-0.21888454,0.35192433,0.00015658708,0.30594584,0.044094957,0.084551275,0.2095056,-0.24925199,-0.10190981,0.25189805,-0.106476694,0.09899062,-0.16083966,-0.5247303,0.12837596,-0.16484427,0.021749338,0.19477561,0.102617756,-0.24268134,-0.12695183,-0.07171121,0.2142598,0.09040107,-0.015556743,-0.013458331,0.24616079,0.22124359,-0.05642745,-0.34214374,0.121258676,0.017088983,0.009243039,0.38335794,0.3248442,0.16208123,0.22388665,0.41419613,-0.26538992,0.4579579,0.39696163,-0.21424015,-0.00014874619,-0.12016478,-0.25749484,-0.33906516,-0.023334851,0.020937521,job
