applicant,job,accepted
Kiki Sutanto,job_3,0
Kiki Sutanto,job_0,0
Kiki Wicaksono,job_1,0
Kiki Wicaksono,job_9,0
Kiki Prabowo,job_8,0
Kiki Prabowo,job_7,1
Kiki Haryanto,job_6,1
Kiki Haryanto,job_1,1
Kiki Lestari,job_6,0
Kiki Lestari,job_8,1
Kiki Nugroho,job_0,0
Kiki Nugroho,job_9,1
Kiki Siregar,job_0,1
Kiki Siregar,job_9,1
Kiki Yulianto,job_6,1
Kiki Yulianto,job_1,0
Kiki Kusuma,job_8,1
Kiki Kusuma,job_0,1
Kiki Hidayat,job_7,1
Kiki Hidayat,job_9,1
Kiki Purnama,job_9,0
Kiki Purnama,job_1,1
Lia Santoso,job_0,1
Lia Santoso,job_3,0
Lia Wibowo,job_5,0
Lia Wibowo,job_2,1
Lia Utami,job_9,0
Lia Utami,job_1,0
Lia Saputra,job_9,1
Lia Saputra,job_4,1
Lia Wijaya,job_3,1
Lia Wijaya,job_6,1
Lia Halim,job_0,0
Lia Halim,job_2,1
Lia Ramadhan,job_2,0
Lia Ramadhan,job_9,0
Lia Hernawan,job_8,1
Lia Hernawan,job_2,0
Lia Fauzi,job_5,0
Lia Fauzi,job_9,1
Lia Permata,job_0,1
Lia Permata,job_4,0
Lia Suryanto,job_0,0
Lia Suryanto,job_5,0
Lia Prabowo,job_5,0
Lia Prabowo,job_3,1
Lia Sihombing,job_6,1
Lia Sihombing,job_0,1
Lia Gunawan,job_2,0
Lia Gunawan,job_6,1
Lia Lestari,job_0,0
Lia Lestari,job_3,1
Lia Nugroho,job_3,1
Lia Nugroho,job_5,0
Lia Siregar,job_1,1
Lia Siregar,job_0,0
Lia Yulianto,job_1,0
Lia Yulianto,job_5,1
Lia Kusuma,job_2,1
Lia Kusuma,job_3,1
Lia Hidayat,job_0,1
Lia Hidayat,job_6,1
Lia Purnama,job_9,0
Lia Purnama,job_1,0
Lia aditya,job_6,1
Lia aditya,job_8,1
Lia Prasetyo,job_3,0
Lia Prasetyo,job_8,1
Lia Sutrisno,job_0,1
Lia Sutrisno,job_1,0
Lia Wulandari,job_0,0
Lia Wulandari,job_8,0
Lia Siregar,job_5,1
Lia Siregar,job_4,0
Lia Haryanto,job_8,1
Lia Haryanto,job_9,1
Lia Larasati,job_3,0
Lia Larasati,job_5,1
Lia Prabuwono,job_1,0
Lia Prabuwono,job_5,0
Lia Kurniawan,job_9,0
Lia Kurniawan,job_0,0
Lia Sukmawati,job_9,0
Lia Sukmawati,job_1,1
Lia Wicaksono,job_2,1
Lia Wicaksono,job_0,1
Lia Sutanto,job_4,0
Lia Sutanto,job_2,0
Lia Wicaksono,job_9,0
Lia Wicaksono,job_6,1
Lia Prabowo,job_6,0
Lia Prabowo,job_4,1
Lia Haryanto,job_9,1
Lia Haryanto,job_7,1
Lia Lestari,job_2,0
Lia Lestari,job_8,0
Lia Nugroho,job_9,1
Lia Nugroho,job_3,1
Lia Siregar,job_4,0
Lia Siregar,job_0,0
Lia Yulianto,job_9,0
Lia Yulianto,job_3,0
Lia Kusuma,job_1,0
Lia Kusuma,job_2,0
Lia Hidayat,job_3,0
Lia Hidayat,job_4,0
Lia Purnama,job_6,0
Lia Purnama,job_9,0
Mira Santoso,job_0,0
Mira Santoso,job_6,1
Mira Wibowo,job_8,1
Mira Wibowo,job_7,0
Mira Utami,job_7,0
Mira Utami,job_6,1
Mira Saputra,job_7,0
Mira Saputra,job_2,1
Mira Wijaya,job_3,0
Mira Wijaya,job_8,1
Mira Halim,job_9,0
Mira Halim,job_5,0
Mira Ramadhan,job_8,0
Mira Ramadhan,job_2,1
Mira Hernawan,job_0,0
Mira Hernawan,job_4,0
Mira Fauzi,job_6,0
Mira Fauzi,job_1,0
Mira Permata,job_9,1
Mira Permata,job_6,0
Mira Suryanto,job_2,0
Mira Suryanto,job_6,1
Mira Prabowo,job_2,0
Mira Prabowo,job_6,1
Mira Sihombing,job_8,1
Mira Sihombing,job_6,1
Mira Gunawan,job_1,1
Mira Gunawan,job_3,0
Mira Lestari,job_6,1
Mira Lestari,job_1,0
Mira Nugroho,job_2,0
Mira Nugroho,job_3,1
Mira Siregar,job_5,1
Mira Siregar,job_1,1
Mira Yulianto,job_4,1
Mira Yulianto,job_6,1
Mira Kusuma,job_4,1
Mira Kusuma,job_8,0
Mira Hidayat,job_0,1
Mira Hidayat,job_2,1
Mira Purnama,job_0,1
Mira Purnama,job_8,1
Mira aditya,job_6,0
Mira aditya,job_1,1
Mira Prasetyo,job_6,1
Mira Prasetyo,job_8,1
Mira Sutrisno,job_3,0
Mira Sutrisno,job_5,0
Mira Wulandari,job_0,0
Mira Wulandari,job_9,1
Mira Siregar,job_0,1
Mira Siregar,job_4,1
Mira Haryanto,job_1,1
Mira Haryanto,job_5,1
Mira Larasati,job_2,1
Mira Larasati,job_8,0
Mira Prabuwono,job_7,0
Mira Prabuwono,job_6,1
Mira Kurniawan,job_5,0
Mira Kurniawan,job_3,1
Mira Sukmawati,job_7,0
Mira Sukmawati,job_9,1
Mira Wicaksono,job_2,0
Mira Wicaksono,job_0,0
Mira Sutanto,job_2,0
Mira Sutanto,job_6,0
Mira Wicaksono,job_2,1
Mira Wicaksono,job_9,0
Mira Prabowo,job_1,0
Mira Prabowo,job_7,0
Mira Haryanto,job_6,0
Mira Haryanto,job_0,1
Mira Lestari,job_9,0
Mira Lestari,job_1,1
Mira Nugroho,job_6,0
Mira Nugroho,job_8,1
Mira Siregar,job_3,1
Mira Siregar,job_9,1
Mira Yulianto,job_2,1
Mira Yulianto,job_5,0
Mira Kusuma,job_3,0
Mira Kusuma,job_5,1
Mira Hidayat,job_7,0
Mira Hidayat,job_8,0
Mira Purnama,job_3,0
Mira Purnama,job_2,1
Nina Santoso,job_2,1
Nina Santoso,job_0,1
Nina Wibowo,job_6,0
Nina Wibowo,job_3,0
Nina Utami,job_5,0
Nina Utami,job_2,0
Nina Saputra,job_5,1
Nina Saputra,job_6,1
Nina Wijaya,job_1,1
Nina Wijaya,job_8,1
Nina Halim,job_0,0
Nina Halim,job_2,1
Nina Ramadhan,job_2,1
Nina Ramadhan,job_6,1
Nina Hernawan,job_1,1
Nina Hernawan,job_6,0
Nina Fauzi,job_3,1
Nina Fauzi,job_7,1
Nina Permata,job_1,0
Nina Permata,job_6,1
Nina Suryanto,job_2,0
Nina Suryanto,job_7,1
Nina Prabowo,job_8,0
Nina Prabowo,job_2,1
Nina Sihombing,job_2,0
Nina Sihombing,job_1,0
Nina Gunawan,job_9,0
Nina Gunawan,job_8,1
Nina Lestari,job_3,1
Nina Lestari,job_4,0
Nina Nugroho,job_2,1
Nina Nugroho,job_8,0
Nina Siregar,job_9,1
Nina Siregar,job_7,1
Nina Yulianto,job_3,1
Nina Yulianto,job_8,1
Nina Kusuma,job_8,0
Nina Kusuma,job_2,0
Nina Hidayat,job_6,1
Nina Hidayat,job_0,1
Nina Purnama,job_7,1
Nina Purnama,job_0,1
Nina aditya,job_8,1
Nina aditya,job_6,0
Nina Prasetyo,job_1,1
Nina Prasetyo,job_7,1
Nina Sutrisno,job_7,0
Nina Sutrisno,job_3,1
Nina Wulandari,job_2,1
Nina Wulandari,job_0,1
Nina Siregar,job_8,1
Nina Siregar,job_2,1
Nina Haryanto,job_2,0
Nina Haryanto,job_3,1
Nina Larasati,job_2,0
Nina Larasati,job_1,1
Nina Prabuwono,job_5,0
Nina Prabuwono,job_0,1
Nina Kurniawan,job_7,0
Nina Kurniawan,job_1,1
Nina Sukmawati,job_2,1
Nina Sukmawati,job_1,0
Nina Wicaksono,job_2,0
Nina Wicaksono,job_1,1
Nina Sutanto,job_9,0
Nina Sutanto,job_6,0
Nina Wicaksono,job_0,0
Nina Wicaksono,job_8,0
Nina Prabowo,job_4,1
Nina Prabowo,job_3,0
Nina Haryanto,job_4,0
Nina Haryanto,job_8,1
Nina Lestari,job_2,0
Nina Lestari,job_0,0
Nina Nugroho,job_9,0
Nina Nugroho,job_3,0
Nina Siregar,job_9,1
Nina Siregar,job_4,1
Nina Yulianto,job_2,0
Nina Yulianto,job_4,1
Nina Kusuma,job_9,0
Nina Kusuma,job_8,1
Nina Hidayat,job_1,1
Nina Hidayat,job_4,0
Nina Purnama,job_8,0
Nina Purnama,job_7,0
Oka Santoso,job_0,1
Oka Santoso,job_7,0
Oka Wibowo,job_3,1
Oka Wibowo,job_8,1
Oka Utami,job_3,0
Oka Utami,job_8,0
Oka Saputra,job_0,1
Oka Saputra,job_7,0
Oka Wijaya,job_9,0
Oka Wijaya,job_1,0
Oka Halim,job_7,0
Oka Halim,job_9,0
Oka Ramadhan,job_8,0
Oka Ramadhan,job_2,0
Oka Hernawan,job_6,1
Oka Hernawan,job_8,0
Oka Fauzi,job_2,1
Oka Fauzi,job_5,1
Oka Permata,job_0,1
Oka Permata,job_8,0
Oka Suryanto,job_6,0
Oka Suryanto,job_2,0
Oka Prabowo,job_5,1
Oka Prabowo,job_0,0
Oka Sihombing,job_5,1
Oka Sihombing,job_6,0
Oka Gunawan,job_7,1
Oka Gunawan,job_0,1
Oka Lestari,job_4,1
Oka Lestari,job_8,1
Oka Nugroho,job_5,1
Oka Nugroho,job_4,0
Oka Siregar,job_6,1
Oka Siregar,job_7,1
Oka Yulianto,job_5,1
Oka Yulianto,job_4,1
Oka Kusuma,job_2,0
Oka Kusuma,job_8,0
Oka Hidayat,job_6,0
Oka Hidayat,job_3,1
Oka Purnama,job_9,1
Oka Purnama,job_1,1
Oka aditya,job_1,1
Oka aditya,job_5,0
Oka Prasetyo,job_7,0
Oka Prasetyo,job_2,1
Oka Sutrisno,job_2,0
Oka Sutrisno,job_9,1
Oka Wulandari,job_3,0
Oka Wulandari,job_5,0
Oka Siregar,job_5,1
Oka Siregar,job_1,0
Oka Haryanto,job_8,1
Oka Haryanto,job_1,1
Oka Larasati,job_5,0
Oka Larasati,job_0,0
Oka Prabuwono,job_4,0
Oka Prabuwono,job_6,0
Oka Kurniawan,job_0,0
Oka Kurniawan,job_5,0
Oka Sukmawati,job_4,1
Oka Sukmawati,job_9,1
Oka Wicaksono,job_9,0
Oka Wicaksono,job_1,0
Oka Sutanto,job_9,0
Oka Sutanto,job_1,1
Oka Wicaksono,job_7,1
Oka Wicaksono,job_9,1
Oka Prabowo,job_5,1
Oka Prabowo,job_3,1
Oka Haryanto,job_5,1
Oka Haryanto,job_3,1
Oka Lestari,job_4,1
Oka Lestari,job_7,0
Oka Nugroho,job_3,1
Oka Nugroho,job_1,1
Oka Siregar,job_9,0
Oka Siregar,job_3,1
Oka Yulianto,job_8,1
Oka Yulianto,job_1,1
Oka Kusuma,job_5,1
Oka Kusuma,job_0,0
Oka Hidayat,job_2,1
Oka Hidayat,job_1,0
Oka Purnama,job_1,0
Oka Purnama,job_0,1
Putri Santoso,job_6,0
Putri Santoso,job_8,1
Putri Wibowo,job_9,0
Putri Wibowo,job_8,1
Putri Utami,job_2,1
Putri Utami,job_7,1
Putri Saputra,job_3,0
Putri Saputra,job_8,0
Putri Wijaya,job_5,1
Putri Wijaya,job_6,1
Putri Halim,job_5,0
Putri Halim,job_8,0
Putri Ramadhan,job_6,1
Putri Ramadhan,job_9,1
Putri Hernawan,job_9,0
Putri Hernawan,job_8,0
Putri Fauzi,job_8,1
Putri Fauzi,job_7,0
Putri Permata,job_2,0
Putri Permata,job_7,1
Putri Suryanto,job_4,0
Putri Suryanto,job_8,0
Putri Prabowo,job_6,1
Putri Prabowo,job_5,1
Putri Sihombing,job_9,1
Putri Sihombing,job_4,1
Putri Gunawan,job_9,0
Putri Gunawan,job_1,0
Putri Lestari,job_6,1
Putri Lestari,job_5,0
Putri Nugroho,job_0,1
Putri Nugroho,job_9,0
Putri Siregar,job_5,0
Putri Siregar,job_3,0
Putri Yulianto,job_1,1
Putri Yulianto,job_3,0
Putri Kusuma,job_1,0
Putri Kusuma,job_5,1
Putri Hidayat,job_0,1
Putri Hidayat,job_5,1
Putri Purnama,job_3,1
Putri Purnama,job_6,1
Putri aditya,job_1,1
Putri aditya,job_4,0
Putri Prasetyo,job_8,1
Putri Prasetyo,job_6,0
Putri Sutrisno,job_7,0
Putri Sutrisno,job_2,0
Putri Wulandari,job_3,0
Putri Wulandari,job_6,0
Putri Siregar,job_7,0
Putri Siregar,job_4,1
Putri Haryanto,job_0,1
Putri Haryanto,job_2,1
Putri Larasati,job_2,1
Putri Larasati,job_5,0
Putri Prabuwono,job_1,1
Putri Prabuwono,job_8,0
Putri Kurniawan,job_8,0
Putri Kurniawan,job_1,1
Putri Sukmawati,job_1,1
Putri Sukmawati,job_2,1
Putri Wicaksono,job_0,0
Putri Wicaksono,job_4,1
Putri Sutanto,job_0,0
Putri Sutanto,job_1,1
Putri Wicaksono,job_7,1
Putri Wicaksono,job_2,1
Putri Prabowo,job_5,0
Putri Prabowo,job_0,0
Putri Haryanto,job_6,1
Putri Haryanto,job_8,0
Putri Lestari,job_2,0
Putri Lestari,job_9,1
Putri Nugroho,job_5,0
Putri Nugroho,job_4,1
Putri Siregar,job_4,1
Putri Siregar,job_7,1
Putri Yulianto,job_9,1
Putri Yulianto,job_0,0
Putri Kusuma,job_8,1
Putri Kusuma,job_7,0
Putri Hidayat,job_3,1
Putri Hidayat,job_1,1
Putri Purnama,job_2,0
Putri Purnama,job_7,0
Qori Santoso,job_2,0
Qori Santoso,job_1,1
Qori Wibowo,job_7,0
Qori Wibowo,job_3,0
Qori Utami,job_2,1
Qori Utami,job_0,1
Qori Saputra,job_9,0
Qori Saputra,job_3,0
Qori Wijaya,job_1,0
Qori Wijaya,job_6,0
Qori Halim,job_9,0
Qori Halim,job_1,1
Qori Ramadhan,job_8,1
Qori Ramadhan,job_2,1
Qori Hernawan,job_5,0
Qori Hernawan,job_3,0
Qori Fauzi,job_8,1
Qori Fauzi,job_3,0
Qori Permata,job_4,1
Qori Permata,job_6,0
Qori Suryanto,job_7,1
Qori Suryanto,job_9,0
Qori Prabowo,job_4,0
Qori Prabowo,job_3,0
Qori Sihombing,job_4,0
Qori Sihombing,job_9,0
Qori Gunawan,job_7,1
Qori Gunawan,job_1,0
Qori Lestari,job_9,1
Qori Lestari,job_7,0
Qori Nugroho,job_7,1
Qori Nugroho,job_1,1
Qori Siregar,job_9,0
Qori Siregar,job_7,0
Qori Yulianto,job_1,1
Qori Yulianto,job_3,0
Qori Kusuma,job_5,1
Qori Kusuma,job_2,1
Qori Hidayat,job_8,1
Qori Hidayat,job_3,1
Qori Purnama,job_1,1
Qori Purnama,job_2,1
Qori aditya,job_0,1
Qori aditya,job_8,1
Qori Prasetyo,job_0,0
Qori Prasetyo,job_4,1
Qori Sutrisno,job_7,1
Qori Sutrisno,job_8,0
Qori Wulandari,job_7,0
Qori Wulandari,job_5,0
Qori Siregar,job_5,1
Qori Siregar,job_8,1
Qori Haryanto,job_8,0
Qori Haryanto,job_6,0
Qori Larasati,job_0,1
Qori Larasati,job_3,0
Qori Prabuwono,job_3,0
Qori Prabuwono,job_6,0
Qori Kurniawan,job_9,1
Qori Kurniawan,job_5,1
Qori Sukmawati,job_2,0
Qori Sukmawati,job_3,0
Qori Wicaksono,job_1,0
Qori Wicaksono,job_0,1
Qori Sutanto,job_2,0
Qori Sutanto,job_5,1
Qori Wicaksono,job_3,1
Qori Wicaksono,job_7,0
Qori Prabowo,job_8,1
Qori Prabowo,job_3,0
Qori Haryanto,job_0,0
Qori Haryanto,job_6,1
Qori Lestari,job_9,1
Qori Lestari,job_7,0
Qori Nugroho,job_2,1
Qori Nugroho,job_6,1
Qori Siregar,job_2,1
Qori Siregar,job_1,1
Qori Yulianto,job_7,1
Qori Yulianto,job_6,0
Qori Kusuma,job_0,1
Qori Kusuma,job_1,0
Qori Hidayat,job_1,1
Qori Hidayat,job_9,1
Qori Purnama,job_2,1
Qori Purnama,job_9,0
Rudi Santoso,job_0,1
Rudi Santoso,job_7,1
Rudi Wibowo,job_8,0
Rudi Wibowo,job_7,1
Rudi Utami,job_9,1
Rudi Utami,job_3,0
Rudi Saputra,job_6,1
Rudi Saputra,job_9,0
Rudi Wijaya,job_2,0
Rudi Wijaya,job_7,0
Rudi Halim,job_4,1
Rudi Halim,job_8,0
Rudi Ramadhan,job_4,1
Rudi Ramadhan,job_2,1
Rudi Hernawan,job_8,0
Rudi Hernawan,job_6,1
Rudi Fauzi,job_5,0
Rudi Fauzi,job_0,1
Rudi Permata,job_2,0
Rudi Permata,job_9,1
Rudi Suryanto,job_0,1
Rudi Suryanto,job_3,1
Rudi Prabowo,job_5,0
Rudi Prabowo,job_6,1
Rudi Sihombing,job_0,0
Rudi Sihombing,job_3,0
Rudi Gunawan,job_5,0
Rudi Gunawan,job_2,0
Rudi Lestari,job_0,1
Rudi Lestari,job_1,0
Rudi Nugroho,job_2,1
Rudi Nugroho,job_4,0
Rudi Siregar,job_8,1
Rudi Siregar,job_5,1
Rudi Yulianto,job_2,1
Rudi Yulianto,job_3,1
Rudi Kusuma,job_1,1
Rudi Kusuma,job_2,0
Rudi Hidayat,job_0,1
Rudi Hidayat,job_6,0
Rudi Purnama,job_7,1
Rudi Purnama,job_3,1
Rudi aditya,job_2,1
Rudi aditya,job_0,0
Rudi Prasetyo,job_1,0
Rudi Prasetyo,job_6,0
Rudi Sutrisno,job_6,1
Rudi Sutrisno,job_3,0
Rudi Wulandari,job_8,1
Rudi Wulandari,job_1,1
Rudi Siregar,job_2,1
Rudi Siregar,job_0,0
Rudi Haryanto,job_4,1
Rudi Haryanto,job_0,1
Rudi Larasati,job_9,0
Rudi Larasati,job_5,0
Rudi Prabuwono,job_7,1
Rudi Prabuwono,job_9,0
Rudi Kurniawan,job_4,1
Rudi Kurniawan,job_1,0
Rudi Sukmawati,job_5,1
Rudi Sukmawati,job_9,0
Rudi Wicaksono,job_3,0
Rudi Wicaksono,job_4,1
Rudi Sutanto,job_4,1
Rudi Sutanto,job_7,1
Rudi Wicaksono,job_8,0
Rudi Wicaksono,job_0,1
Rudi Prabowo,job_8,1
Rudi Prabowo,job_1,1
Rudi Haryanto,job_6,1
Rudi Haryanto,job_8,1
Rudi Lestari,job_4,1
Rudi Lestari,job_1,0
Rudi Nugroho,job_0,1
Rudi Nugroho,job_8,1
Rudi Siregar,job_5,1
Rudi Siregar,job_7,1
Rudi Yulianto,job_1,0
Rudi Yulianto,job_5,1
Rudi Kusuma,job_3,1
Rudi Kusuma,job_8,0
Rudi Hidayat,job_3,1
Rudi Hidayat,job_0,1
Rudi Purnama,job_1,0
Rudi Purnama,job_0,1
Sari Santoso,job_8,0
Sari Santoso,job_4,1
Sari Wibowo,job_6,1
Sari Wibowo,job_2,1
Sari Utami,job_0,1
Sari Utami,job_6,1
Sari Saputra,job_8,0
Sari Saputra,job_5,0
Sari Wijaya,job_9,0
Sari Wijaya,job_4,1
Sari Halim,job_8,1
Sari Halim,job_0,0
Sari Ramadhan,job_3,1
Sari Ramadhan,job_6,0
Sari Hernawan,job_7,0
Sari Hernawan,job_4,0
Sari Fauzi,job_6,1
Sari Fauzi,job_2,1
Sari Permata,job_8,0
Sari Permata,job_3,0
Sari Suryanto,job_7,1
Sari Suryanto,job_0,0
Sari Prabowo,job_6,1
Sari Prabowo,job_9,1
Sari Sihombing,job_5,0
Sari Sihombing,job_0,0
Sari Gunawan,job_0,0
Sari Gunawan,job_7,0
Sari Lestari,job_1,1
Sari Lestari,job_4,1
Sari Nugroho,job_4,1
Sari Nugroho,job_3,0
Sari Siregar,job_1,1
Sari Siregar,job_4,1
Sari Yulianto,job_1,0
Sari Yulianto,job_5,1
Sari Kusuma,job_9,1
Sari Kusuma,job_8,0
Sari Hidayat,job_9,0
Sari Hidayat,job_7,1
Sari Purnama,job_9,0
Sari Purnama,job_8,0
Sari aditya,job_1,0
Sari aditya,job_3,0
Sari Prasetyo,job_1,1
Sari Prasetyo,job_6,1
Sari Sutrisno,job_4,0
Sari Sutrisno,job_1,1
Sari Wulandari,job_1,1
Sari Wulandari,job_2,1
Sari Siregar,job_0,1
Sari Siregar,job_7,1
Sari Haryanto,job_3,1
Sari Haryanto,job_2,0
Sari Larasati,job_3,0
Sari Larasati,job_8,0
Sari Prabuwono,job_9,0
Sari Prabuwono,job_1,0
Sari Kurniawan,job_0,0
Sari Kurniawan,job_1,0
Sari Sukmawati,job_2,0
Sari Sukmawati,job_6,0
Sari Wicaksono,job_2,1
Sari Wicaksono,job_0,1
Sari Sutanto,job_7,0
Sari Sutanto,job_8,1
Sari Wicaksono,job_6,0
Sari Wicaksono,job_0,1
Sari Prabowo,job_0,1
Sari Prabowo,job_4,0
Sari Haryanto,job_8,1
Sari Haryanto,job_1,0
Sari Lestari,job_9,1
Sari Lestari,job_8,0
Sari Nugroho,job_9,0
Sari Nugroho,job_7,0
Sari Siregar,job_1,0
Sari Siregar,job_7,1
Sari Yulianto,job_8,0
Sari Yulianto,job_9,0
Sari Kusuma,job_8,0
Sari Kusuma,job_0,0
Sari Hidayat,job_8,0
Sari Hidayat,job_6,1
Sari Purnama,job_2,0
Sari Purnama,job_9,0
Tono Santoso,job_5,0
Tono Santoso,job_8,0
Tono Wibowo,job_9,0
Tono Wibowo,job_7,1
Tono Utami,job_0,1
Tono Utami,job_8,0
Tono Saputra,job_4,1
Tono Saputra,job_8,1
Tono Wijaya,job_7,0
Tono Wijaya,job_1,1
Tono Halim,job_3,1
Tono Halim,job_6,1
Tono Ramadhan,job_6,0
Tono Ramadhan,job_1,0
Tono Hernawan,job_2,0
Tono Hernawan,job_8,0
Tono Fauzi,job_9,0
Tono Fauzi,job_4,1
Tono Permata,job_6,0
Tono Permata,job_8,1
Tono Suryanto,job_6,0
Tono Suryanto,job_7,1
Tono Prabowo,job_0,1
Tono Prabowo,job_5,1
Tono Sihombing,job_1,1
Tono Sihombing,job_6,1
Tono Gunawan,job_7,0
Tono Gunawan,job_8,1
Tono Lestari,job_4,1
Tono Lestari,job_8,1
Tono Nugroho,job_6,1
Tono Nugroho,job_5,0
Tono Siregar,job_9,1
Tono Siregar,job_6,0
Tono Yulianto,job_9,0
Tono Yulianto,job_6,1
Tono Kusuma,job_9,1
Tono Kusuma,job_6,1
Tono Hidayat,job_4,1
Tono Hidayat,job_6,1
Tono Purnama,job_4,1
Tono Purnama,job_2,1
Tono aditya,job_8,1
Tono aditya,job_5,1
Tono Prasetyo,job_5,0
Tono Prasetyo,job_3,1
Tono Sutrisno,job_8,1
Tono Sutrisno,job_9,0
Tono Wulandari,job_9,1
Tono Wulandari,job_3,0
Tono Siregar,job_8,1
Tono Siregar,job_3,0
Tono Haryanto,job_2,1
Tono Haryanto,job_4,1
Tono Larasati,job_8,0
Tono Larasati,job_7,1
Tono Prabuwono,job_0,1
Tono Prabuwono,job_1,1
Tono Kurniawan,job_1,1
Tono Kurniawan,job_3,0
Tono Sukmawati,job_9,0
Tono Sukmawati,job_2,0
Tono Wicaksono,job_6,1
Tono Wicaksono,job_1,0
Tono Sutanto,job_6,1
Tono Sutanto,job_0,0
Tono Wicaksono,job_0,1
Tono Wicaksono,job_4,0
Tono Prabowo,job_6,1
Tono Prabowo,job_5,0
Tono Haryanto,job_2,0
Tono Haryanto,job_5,1
Tono Lestari,job_4,1
Tono Lestari,job_7,1
Tono Nugroho,job_1,1
Tono Nugroho,job_6,1
Tono Siregar,job_3,1
Tono Siregar,job_4,0
Tono Yulianto,job_6,0
Tono Yulianto,job_9,0
Tono Kusuma,job_7,0
Tono Kusuma,job_1,1
Tono Hidayat,job_4,1
Tono Hidayat,job_8,0
Tono Purnama,job_0,0
Tono Purnama,job_8,0
Umi Santoso,job_0,0
Umi Santoso,job_6,1
Umi Wibowo,job_1,1
Umi Wibowo,job_4,1
Umi Utami,job_8,0
Umi Utami,job_1,0
Umi Saputra,job_9,0
Umi Saputra,job_2,0
Umi Wijaya,job_4,1
Umi Wijaya,job_8,0
Umi Halim,job_9,0
Umi Halim,job_3,1
Umi Ramadhan,job_9,1
Umi Ramadhan,job_8,0
Umi Hernawan,job_6,0
Umi Hernawan,job_4,0
Umi Fauzi,job_5,0
Umi Fauzi,job_9,0
Umi Permata,job_0,1
Umi Permata,job_1,1
Umi Suryanto,job_9,1
Umi Suryanto,job_2,0
Umi Prabowo,job_7,1
Umi Prabowo,job_5,0
Umi Sihombing,job_0,1
Umi Sihombing,job_5,1
Umi Gunawan,job_6,1
Umi Gunawan,job_0,1
Umi Lestari,job_8,1
Umi Lestari,job_6,1
Umi Nugroho,job_6,1
Umi Nugroho,job_2,0
Umi Siregar,job_5,1
Umi Siregar,job_9,1
Umi Yulianto,job_0,1
Umi Yulianto,job_9,0
Umi Kusuma,job_9,0
Umi Kusuma,job_4,1
Umi Hidayat,job_9,1
Umi Hidayat,job_4,1
Umi Purnama,job_6,0
Umi Purnama,job_9,1
Umi aditya,job_8,1
Umi aditya,job_6,0
Umi Prasetyo,job_5,1
Umi Prasetyo,job_6,1
Umi Sutrisno,job_4,0
Umi Sutrisno,job_5,1
Umi Wulandari,job_7,1
Umi Wulandari,job_5,1
Umi Siregar,job_7,0
Umi Siregar,job_4,0
Umi Haryanto,job_3,0
Umi Haryanto,job_8,1
Umi Larasati,job_2,0
Umi Larasati,job_3,1
Umi Prabuwono,job_6,0
Umi Prabuwono,job_9,0
Umi Kurniawan,job_2,1
Umi Kurniawan,job_6,1
Umi Sukmawati,job_1,0
Umi Sukmawati,job_6,0
Umi Wicaksono,job_5,0
Umi Wicaksono,job_3,1
Umi Sutanto,job_6,0
Umi Sutanto,job_2,1
Umi Wicaksono,job_2,1
Umi Wicaksono,job_4,0
Umi Prabowo,job_7,0
Umi Prabowo,job_6,1
Umi Haryanto,job_7,0
Umi Haryanto,job_4,0
Umi Lestari,job_9,1
Umi Lestari,job_1,1
Umi Nugroho,job_2,0
Umi Nugroho,job_4,1
Umi Siregar,job_5,0
Umi Siregar,job_8,1
Umi Yulianto,job_8,0
Umi Yulianto,job_6,1
Umi Kusuma,job_8,1
Umi Kusuma,job_0,1
Umi Hidayat,job_6,0
Umi Hidayat,job_7,0
Umi Purnama,job_2,0
Umi Purnama,job_3,1
Vina Santoso,job_9,1
Vina Santoso,job_5,0
Vina Wibowo,job_0,0
Vina Wibowo,job_4,0
Vina Utami,job_6,0
Vina Utami,job_4,0
Vina Saputra,job_6,1
Vina Saputra,job_1,1
Vina Wijaya,job_2,1
Vina Wijaya,job_0,1
Vina Halim,job_7,1
Vina Halim,job_5,1
Vina Ramadhan,job_9,0
Vina Ramadhan,job_6,0
Vina Hernawan,job_7,1
Vina Hernawan,job_8,0
Vina Fauzi,job_2,0
Vina Fauzi,job_5,0
Vina Permata,job_2,1
Vina Permata,job_4,0
Vina Suryanto,job_3,1
Vina Suryanto,job_8,1
Vina Prabowo,job_4,1
Vina Prabowo,job_0,0
Vina Sihombing,job_4,0
Vina Sihombing,job_9,1
Vina Gunawan,job_7,0
Vina Gunawan,job_5,0
Vina Lestari,job_1,1
Vina Lestari,job_9,1
Vina Nugroho,job_7,0
Vina Nugroho,job_4,1
Vina Siregar,job_7,1
Vina Siregar,job_1,0
Vina Yulianto,job_6,1
Vina Yulianto,job_3,1
Vina Kusuma,job_2,1
Vina Kusuma,job_7,1
Vina Hidayat,job_8,1
Vina Hidayat,job_9,1
Vina Purnama,job_1,1
Vina Purnama,job_7,1
Vina aditya,job_8,0
Vina aditya,job_0,1
Vina Prasetyo,job_6,0
Vina Prasetyo,job_3,1
Vina Sutrisno,job_3,1
Vina Sutrisno,job_0,0
Vina Wulandari,job_3,0
Vina Wulandari,job_5,0
Vina Siregar,job_2,0
Vina Siregar,job_4,1
Vina Haryanto,job_3,1
Vina Haryanto,job_4,0
Vina Larasati,job_1,1
Vina Larasati,job_8,0
Vina Prabuwono,job_7,0
Vina Prabuwono,job_9,1
